facility_id,name,state,latitude,longitude,building_match,building_dist_m,search_radius_m,n_buildings_in_radius,largest_nearby_sqft,largest_nearby_dist_m,largest_nearby_height_m,build_id,footprint_sqft,source_sqft,height_m,occupancy_class,building_address,imagery_date,flood_zone,flood_mapped,flood_sfha,flood_subtype,building_match_confidence,multi_storey,fp_cells,fp_whp_max,fp_whp_burnable_frac,fp_whp_modal,haz_wildfire_whp_code,haz_wildfire_max_severity_1000m,haz_seismic_pga_g_475yr,haz_lightning_flash_per_km2_yr
dc_d92a5dd0e5f6,Amazon Web Services Datacenter Complex,VA,39.0270811,-77.4526315,contains,0.0,200.0,5,166495.1,0.0,,50995758.0,166495.1,166546.5,,Commercial,44854 INTERCONNECTION PLACE,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,2.0,,0.0,6.0,6.0,1.0,0.055,13.613815307617188
dc_1ef09805fae1,Amazon Web Services,VA,39.0288072,-77.4588379,contains,0.0,200.0,7,127916.8,116.29931423131649,,50996465.0,116180.3,116216.8,,Commercial,21267 SMITH SWITCH ROAD,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,3.0,1.0,0.3333333333333333,6.0,1.0,1.0,0.055,13.613815307617188
dc_9351a2fe0177,Amazon IAD-61,VA,38.9158051,-77.4919869,nearest,41.881462227131905,200.0,23,170071.4,68.3030508329961,,51517086.0,1488.9,1489.443,,Commercial,43736 CLUBBER LANE,1655424000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,1.0,,0.0,6.0,6.0,1.0,0.065,13.629328727722168
dc_a1ec41fa9483,Amazon IAD58,VA,38.9865152,-77.4422565,nearest,20.389032444756,200.0,9,143362.5,20.389032444756,,51491518.0,143362.5,143405.5,,Commercial,22745 RELOCATION DRIVE,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,2.0,,0.0,6.0,6.0,1.0,0.055,13.629328727722168
dc_df61119311e7,Amazon IAD51,VA,38.9914123,-77.4365107,contains,0.0,200.0,12,177858.8,179.74693148558026,,51492469.0,74123.9,74145.72,,Commercial,45220 PROLOGIS PLAZA,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,4.0,1.0,0.75,1.0,6.0,1.0,0.055,13.629328727722168
dc_dd2e714c19e0,Amazon IAD56,VA,38.988341,-77.438008,nearest,28.616725685968923,200.0,8,177858.8,199.62841287400977,,51491072.0,94897.4,94925.5,,Commercial,45190 PROLOGIS PLAZA,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,2.0,1.0,0.5,1.0,6.0,1.0,0.055,13.629328727722168
dc_c20b2302aff2,Amazon IAD16,VA,38.9906864,-77.4488397,contains,0.0,200.0,12,147690.9,175.02731672860168,9.07,51493322.0,84506.7,84532.63,,Commercial,22651 DULLES SUMMIT COURT,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,4.0,,0.0,6.0,6.0,1.0,0.055,13.629328727722168
dc_dee61d200c43,Amazon IAD15,VA,38.991708,-77.4485641,contains,0.0,200.0,11,112234.7,0.0,,51493324.0,112234.7,112269.1,,Commercial,22631 DULLES SUMMIT COURT,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,2.0,,0.0,6.0,6.0,1.0,0.055,13.629328727722168
dc_ab293c583bc3,Amazon IAD14,VA,38.7898846,-77.5482287,contains,0.0,200.0,14,129058.0,100.30470273018328,,50264650.0,120990.4,121039.5,,Commercial,11801 BREWERS SPRING ROAD,1654387200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,4.0,1.0,0.5,1.0,6.0,1.0,0.065,12.71955680847168
dc_71354fe4b02d,Amazon IAD59,VA,38.7921874,-77.5484673,contains,0.0,200.0,4,134607.9,0.0,,50263950.0,134607.9,134662.5,,Commercial,7600 DOANE DRIVE,1654387200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,4.0,1.0,0.25,6.0,6.0,1.0,0.065,12.71955680847168
dc_c4a43ff19d8c,Amazon IAD52,VA,38.7911185,-77.5483863,contains,0.0,200.0,4,134607.9,95.26615580182992,,50264651.0,129058.0,129110.3,,Commercial,11800 BREWERS SPRING ROAD,1654387200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,2.0,1.0,0.5,1.0,6.0,1.0,0.065,12.71955680847168
dc_af33dfbf5532,Amazon Web Services Datacenter Complex,OH,40.0937454,-82.7518317,nearest,14.520050497047237,200.0,7,154345.4,69.82976658922267,,6001221.0,34571.9,35319.52,,Industrial,,1546646400000.0,,False,,,high,,1.0,,0.0,6.0,6.0,1.0,0.035,14.810942649841309
dc_2f2def1e8828,Amazon AWS: Hilliard Data Center,OH,40.0598657,-83.1342839,nearest,296.64261107006405,800.0,319,94594.7,482.1810838463395,18.75,8047332.0,791.1,762.0914,,Residential,4492 CARRINGTON WAY,1377475200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,low,,1.0,,0.0,6.0,6.0,1.0,0.035,15.455096244812012
dc_bd0c4df6edc8,Amazon Web Services,OR,45.9158356,-119.2663235,nearest,33.34834059981282,200.0,3,233793.4,163.18089051416416,,5000987.0,96886.4,96882.63,,Unclassified,,1537660800000.0,D,True,False,,high,,2.0,3.0,0.5,3.0,3.0,4.0,0.055,2.1825551986694336
dc_8b5c9190f762,Amazon Web Services,OR,45.8410032,-119.6527688,contains,0.0,200.0,10,149852.7,63.10488375241228,,5000970.0,122169.7,122199.4,,Unclassified,,1557100800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,2.0,,0.0,6.0,6.0,2.0,0.055,1.9345662593841553
dc_c3cd81b92a8d,Amazon Web Services,OR,45.8522387,-119.6299007,nearest,126.7035384442031,200.0,2,1318.3,189.39263997319432,,3316148.0,1318.3,1318.578,,Unclassified,,1557100800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,1.0,,0.0,6.0,6.0,2.0,0.055,1.9345662593841553
dc_ee2be26aa83a,Amazon Web Services,OR,45.8532,-119.64677,nearest,11.014002757680004,200.0,2,119698.4,11.014002757680004,,3317515.0,119698.4,119726.9,,Government,,1557100800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,2.0,1.0,0.5,1.0,6.0,1.0,0.055,1.9345662593841553
dc_b8308dcc18bb,Equinix San Jose SV3,CA,37.388274,-121.8884463,contains,0.0,200.0,41,526221.1,155.74265889156842,7.04,15764270.0,107521.1,107521.0,7.02,Unclassified,,1349049600000.0,D,True,False,,high,False,2.0,,0.0,6.0,6.0,2.0,0.655,0.1221932545304298
dc_6bb9d780dce7,365 Main Street Data Center,CA,37.788616,-122.390816,nearest,11.309498870708008,200.0,29,75143.0,11.309498870708008,22.9,16279841.0,75143.0,75142.94,22.9,Industrial,,1349049600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,True,1.0,,0.0,6.0,6.0,3.0,0.475,0.0928128734230995
dc_fa3d9251f7ad,Meta,NC,35.3142602,-81.8220553,contains,0.0,200.0,2,320693.1,0.0,,14009142.0,320693.1,321093.1,,Commercial,284 SOCIAL CIRCLE,1389830400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,3.0,4.0,0.6666666666666666,2.0,6.0,4.0,0.065,13.04412841796875
dc_1aaac235c2f7,Meta,NC,35.31738,-81.82625,contains,0.0,200.0,2,281059.6,0.0,,14009167.0,281059.6,281832.5,,Commercial,408 SOCIAL CIRCLE,1389830400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,4.0,,0.0,6.0,6.0,4.0,0.065,13.04412841796875
dc_b957334fcb5a,,CA,37.4039641,-121.8892308,contains,0.0,200.0,18,122536.8,194.15289415321655,7.9,15792781.0,73473.4,73473.37,9.71,Industrial,,1349049600000.0,AO,True,True,,high,False,2.0,,0.0,6.0,6.0,,0.655,0.1221932545304298
dc_68281ce20aef,Csquare SFO1,CA,37.37045,-121.9698252,contains,0.0,200.0,13,176528.9,0.0,8.97,15732738.0,176528.9,176528.7,8.97,Unclassified,,1349049600000.0,X,True,False,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,high,False,2.0,,0.0,6.0,6.0,,0.525,0.1221932545304298
dc_973ebac1cb09,,CA,37.3717787,-121.9725052,contains,0.0,200.0,15,176528.9,195.8235331281055,8.97,15733745.0,75145.6,75145.47,9.28,Unclassified,,1349049600000.0,X,True,False,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,high,False,2.0,,0.0,6.0,6.0,,0.525,0.1221932545304298
dc_13bf0cfc3848,Intergate Columbia B,WA,47.407164,-120.1875239,contains,0.0,200.0,6,268380.8,118.53118753990098,,7002951.0,208288.0,208351.8,,Commercial,4405 GRANT ROAD,1566259200000.0,,False,,,high,,2.0,,0.0,6.0,6.0,4.0,0.0849999999999999,0.9799042344093324
dc_5c8f14e5f3fc,Intergate Columbia A,WA,47.4086205,-120.1893981,contains,0.0,200.0,7,268380.8,0.0,,7000928.0,268380.8,268462.7,,Commercial,4405 GRANT ROAD,1566259200000.0,,False,,,high,,4.0,,0.0,6.0,6.0,4.0,0.0849999999999999,0.9799042344093324
dc_2418d90f9371,Intergate Columbia,WA,47.40758,-120.19158,nearest,5.151375918191649,200.0,4,268380.8,100.3738412001304,,6204646.0,119608.4,119644.6,,Commercial,4405 GRANT ROAD,1566259200000.0,,False,,,high,,2.0,,0.0,6.0,6.0,4.0,0.0849999999999999,0.9799042344093324
dc_82d5bf536c6b,QTS Ashburn-Moran,VA,38.9942215,-77.4482013,contains,0.0,200.0,7,141981.0,159.458821241391,8.78,7870374.0,10155.7,10155.69,5.46,Commercial,44874 MORAN ROAD,1205280000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,1.0,1.0,1.0,1.0,1.0,1.0,0.055,13.629328727722168
dc_2a3cef084baa,Centersquare IAD4-A,VA,39.0217816,-77.4527978,contains,0.0,200.0,9,250520.8,181.77477556621008,,7873786.0,75010.8,75010.77,7.73,Commercial,21561 BEAUMEADE CIRCLE,1205280000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,1.0,,0.0,6.0,6.0,1.0,0.055,13.613815307617188
dc_76d8a96e6398,AWS Building E,VA,39.0050516,-77.4856124,contains,0.0,200.0,9,218757.3,80.91323247691294,,51082916.0,170965.9,171023.9,,Unclassified,43790 DEVIN SHAFRON DRIVE,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,1.0,,0.0,6.0,6.0,1.0,0.055,13.613815307617188
dc_783ed530397e,Digital Realty New Jersey EWR20,NJ,40.8299279,-74.1267496,contains,0.0,200.0,60,341839.1,95.4616461252516,12.74,7821270.0,28470.8,28470.75,29.83,Industrial,100 DELAWANNA AVENUE,1376524800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,True,4.0,,0.0,6.0,6.0,3.0,0.105,7.277477264404297
dc_4fe04b8d0451,CyrusOne Somerset,NJ,40.5379623,-74.5457225,contains,0.0,200.0,15,226787.5,160.50792393783846,,6009046.0,211546.2,212459.0,,Commercial,,1508371200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,1.0,,0.0,6.0,6.0,3.0,0.095,8.329419136047363
dc_f56907de3951,BNY Mellon Somerset,NJ,40.535869,-74.5534315,nearest,13.052007431596154,200.0,5,323530.0,78.74840280471436,,6003120.0,82936.2,85171.43,,Industrial,,1508371200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,2.0,,0.0,6.0,6.0,3.0,0.095,8.329419136047363
dc_afac4d785392,,NJ,40.5375265,-74.5555236,contains,0.0,200.0,5,133129.9,177.82670910031166,,6003127.0,130078.5,130057.3,,Industrial,,1508371200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,2.0,3.0,1.0,2.0,3.0,3.0,0.095,8.329419136047363
dc_b095480b552f,Digital Realty New Jersey EWR21,NJ,40.832497,-74.123887,nearest,19.49454800530863,200.0,12,269990.2,44.74602718578356,5.78,7824879.0,68345.8,68345.72,5.52,Industrial,,1376524800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,2.0,,0.0,6.0,6.0,,0.105,7.277477264404297
dc_fd571f509631,,CA,34.199321,-118.343534,nearest,24.471623270217194,200.0,44,100911.9,152.0586374342767,8.03,14823791.0,6707.1,6707.057,3.55,Industrial,,1350432000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,1.0,,0.0,6.0,6.0,,0.485,0.5556319355964661
dc_085fa1c6cd48,Amazon IAD78,VA,39.0263681,-77.4495202,contains,0.0,200.0,8,166495.1,170.70981510805936,,50979994.0,159017.2,159065.9,,Commercial,44862 INTERCONNECTION PLACE,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,2.0,,0.0,6.0,6.0,1.0,0.055,13.613815307617188
dc_f76653816c0f,Amazon IAD79,VA,39.0263574,-77.4508704,contains,0.0,200.0,9,166495.1,72.38983999288233,,50982144.0,157654.9,157703.6,,Commercial,44858 INTERCONNECTION PLACE,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,2.0,1.0,0.5,1.0,6.0,1.0,0.055,13.613815307617188
dc_f5f99e41c7eb,,NV,39.56711,-119.5485335,contains,0.0,200.0,4,480884.4,0.0,,900789.0,480884.4,480884.0,,Commercial,,1537574400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,4.0,2.0,0.5,2.0,6.0,3.0,0.225,1.7456742525100708
dc_e47b672ce4ff,Kaiser Data Center,CA,38.254065,-122.2730918,contains,0.0,200.0,9,157218.8,0.0,,8156647.0,157218.8,157094.8,,Industrial,,1472860800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,3.0,,0.0,6.0,6.0,3.0,0.435,0.0979062244296073
dc_89f803745a9e,Lumen Dallas - 3180 Irving Blvd.,TX,32.8069549,-96.8685888,contains,0.0,200.0,12,248222.1,76.42320961831041,7.93,29938495.0,81281.3,81281.19,8.21,Commercial,3180 IRVING BLVD,1435708800000.0,X,True,False,AREA WITH REDUCED FLOOD RISK DUE TO LEVEE,high,False,2.0,,0.0,6.0,6.0,2.0,0.025,18.841638565063477
dc_663e3aabdd3a,Prime DFW01-01,TX,32.8379581,-96.8784007,contains,0.0,200.0,8,108395.4,92.64166867667572,4.91,29789224.0,89703.5,89703.47,8.04,Commercial,1515 ROUND TABLE DR,1435708800000.0,X,True,False,AREA WITH REDUCED FLOOD RISK DUE TO LEVEE,high,False,2.0,2.0,0.5,2.0,6.0,2.0,0.025,18.841638565063477
dc_2f2fa36dd479,Lumen Dallas 6,TX,32.827998,-96.8843787,contains,0.0,200.0,13,367210.2,132.56949862033878,8.61,30390633.0,12905.2,12905.15,6.14,Commercial,1150 REGAL ROW,1435708800000.0,X,True,False,AREA WITH REDUCED FLOOD RISK DUE TO LEVEE,high,False,1.0,,0.0,6.0,6.0,2.0,0.025,18.841638565063477
dc_c7388ffdcf0a,Digital Realty DFW36,TX,32.8275499,-96.8737498,contains,0.0,200.0,14,224901.9,160.35179491871207,10.09,30395322.0,136312.5,136312.3,8.44,Education,8435 N STEMMONS FWY,1435708800000.0,X,True,False,AREA WITH REDUCED FLOOD RISK DUE TO LEVEE,high,False,4.0,,0.0,6.0,6.0,2.0,0.025,18.841638565063477
dc_2488b59ec2e1,DataBank Dallas Empire Central Data Center,TX,32.8217503,-96.873553,contains,0.0,200.0,17,66018.6,0.0,6.49,30229923.0,66018.6,66018.49,6.49,Commercial,1100 EMPIRE CENTRAL PL,1435708800000.0,X,True,False,AREA WITH REDUCED FLOOD RISK DUE TO LEVEE,high,False,1.0,,0.0,6.0,6.0,2.0,0.025,18.841638565063477
dc_a3670fa43098,TierPoint Dallas Data Center,TX,32.8079818,-96.8573889,contains,0.0,200.0,12,72632.8,166.66029498209892,6.41,29947292.0,71792.2,71792.1,5.58,Commercial,3000 IRVING BLVD,1435708800000.0,X,True,False,AREA WITH REDUCED FLOOD RISK DUE TO LEVEE,high,False,2.0,,0.0,6.0,6.0,2.0,0.025,18.841638565063477
dc_daf9220540a9,Amazon IAD87,VA,38.9918083,-77.441172,contains,0.0,200.0,7,163694.1,0.0,,51491509.0,163694.1,163743.2,,Commercial,45110 LOUDOUN DOWNS LANE,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,2.0,,0.0,6.0,6.0,1.0,0.055,13.629328727722168
dc_cfa3a5031c6d,Amazon IAD88,VA,38.9909679,-77.4418679,contains,0.0,200.0,6,163694.1,82.71892753647862,,51492436.0,162217.0,162265.8,,Commercial,45111 LOUDOUN DOWNS LANE,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,2.0,,0.0,6.0,6.0,1.0,0.055,13.629328727722168
dc_021211d2ad4e,Verizon,CO,39.589248,-104.877933,contains,0.0,200.0,45,41596.6,143.12625136776597,12.43,15083835.0,11961.2,11961.21,5.99,Commercial,7028 SOUTH CLINTON STREET,1337212800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,1.0,3.0,1.0,3.0,3.0,3.0,0.045,10.969576835632324
dc_3a8551ffe989,Stream Data Centers PHX-1,AZ,33.4195,-112.36,contains,0.0,200.0,1,416113.6,0.0,11.88,11459443.0,416113.6,416113.2,11.88,Commercial,2950 SOUTH LITCHFIELD ROAD,1412467200000.0,X,True,False,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,high,False,4.0,,0.0,6.0,6.0,4.0,0.025,7.057002544403076
dc_a610d284990f,Live Oak Data Center,TX,32.7837489,-96.7946364,contains,0.0,200.0,5,293844.5,73.47051340161276,39.74,29799666.0,39811.4,39811.39,18.63,Commercial,2020 LIVE OAK ST,1435708800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,True,1.0,,0.0,6.0,6.0,2.0,0.025,18.841638565063477
dc_2309affb2b7b,Stack Infrastructure - POR01,OR,45.5493273,-122.9278183,contains,0.0,200.0,2,88415.5,0.0,,3640313.0,88415.5,88344.84,,Unclassified,,1564790400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,3.0,1.0,0.3333333333333333,6.0,6.0,2.0,0.175,0.4918390810489654
dc_c72d4cbdd423,Flexential Portland - Hillsboro 2,OR,45.558302,-122.9171647,contains,0.0,200.0,3,298467.9,130.6893673815688,,3643696.0,233773.0,233586.2,,Unclassified,,1564790400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,4.0,1.0,0.25,6.0,1.0,1.0,0.175,0.4918390810489654
dc_34120cb9bfb9,NYSE Data Center,NJ,41.0783165,-74.152912,contains,0.0,200.0,13,204352.8,0.0,,6008792.0,204352.8,201935.1,,Commercial,1700 MACARTHUR BOULEVARD,1427068800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,2.0,2.0,0.5,2.0,6.0,4.0,0.095,7.410204887390137
dc_765868de3ac6,AT&T,CA,34.5799784,-118.1140073,contains,0.0,200.0,49,24571.8,185.34113271270397,,9080189.0,17827.0,17976.4,,Government,,1504742400000.0,X,True,False,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,high,,2.0,,0.0,6.0,6.0,3.0,0.635,0.7323799133300781
dc_374ef12de243,,CO,38.8026713,-104.5219809,contains,0.0,200.0,8,51117.2,87.06157456659851,,1461980.0,43843.0,43604.39,,Government,,1565481600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,2.0,,0.0,6.0,6.0,3.0,0.035,11.859444618225098
dc_f17c4c877a75,Siemens EDA - HDC / Data Center,OR,45.3187166,-122.7658797,contains,0.0,200.0,17,103178.0,88.1241633421954,,3055400.0,25320.3,25300.23,,Industrial,,1564790400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,2.0,,0.0,6.0,6.0,1.0,0.175,0.6346678733825684
dc_4dcce2e3f5c2,Aligned  DFW-01,TX,33.0093142,-96.6765617,contains,0.0,200.0,11,121086.7,188.6563197126663,7.42,30281855.0,108447.7,108447.5,8.63,Commercial,2800 SUMMIT AVENUE,1435708800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,2.0,2.0,0.5,2.0,6.0,2.0,0.025,19.147722244262695
dc_dd893891f25e,Tierpoint Dallas-Allen,TX,33.13874,-96.66024,contains,0.0,200.0,2,346020.4,0.0,,31616097.0,346020.4,346150.0,,Commercial,2300 CHELSEA BOULEVARD,1654992000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,4.0,2.0,0.25,6.0,6.0,2.0,0.025,19.147722244262695
dc_d6dfe2b4b690,,TX,30.0187,-95.8637474,contains,0.0,200.0,4,357263.2,0.0,,36507426.0,357263.2,357784.1,,Industrial,28401 BETKA RD,1693526400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,4.0,2.0,0.75,1.0,6.0,2.0,0.015,20.58355712890625
dc_65de9231db68,Amazon IAD73,VA,38.7779795,-77.5590992,contains,0.0,200.0,14,202148.8,0.0,,50243188.0,202148.8,202232.9,,Commercial,7060 WELLINGTON ROAD,1654387200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,3.0,1.0,0.6666666666666666,1.0,1.0,2.0,0.065,12.71955680847168
dc_3d7a9b4bc895,Amazon IAD74,VA,38.7774374,-77.5578909,contains,0.0,200.0,12,202148.8,70.11768105416124,,50243435.0,157919.3,157985.0,,Commercial,7070 WELLINGTON ROAD,1654387200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,3.0,1.0,1.0,1.0,1.0,2.0,0.065,12.71955680847168
dc_98252a80dd0a,H5 Data Center,OH,41.5063555,-81.683589,contains,0.0,200.0,31,75759.6,182.5662441735028,16.85,9236193.0,73655.0,73654.91,20.22,Unclassified,1625 ROCKWELL AVENUE,1282003200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,True,2.0,,0.0,6.0,6.0,,0.035,14.61642074584961
dc_daf3c5ec6554,TPx Colocation Datacenter,CA,33.7075065,-117.8441042,contains,0.0,200.0,9,346883.0,0.0,7.35,13737713.0,346883.0,346882.7,7.35,Residential,,1350432000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,3.0,,0.0,6.0,6.0,2.0,0.325,0.6565972566604614
dc_a8e6550e1c77,Cologix Jacksonville JAX1,FL,30.3314298,-81.6624257,contains,0.0,200.0,25,122151.3,125.06274716754824,20.0,31843070.0,25961.4,25961.37,30.5,Residential,421 W CHURCH ST,1267660800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,True,1.0,,0.0,6.0,6.0,,0.025,23.808124542236328
dc_8eb7845dad34,Microsoft,WA,47.2394872,-119.88741,nearest,69.7804985634268,200.0,7,160098.6,196.40816517211033,,7000744.0,149141.5,149197.2,,Commercial,,1513987200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,2.0,,0.0,6.0,6.0,1.0,0.075,1.113155484199524
dc_913e6e43e473,,WA,47.2385929,-119.864537,contains,0.0,200.0,6,512663.3,106.91763628851622,,7000743.0,54240.1,54259.45,,Unclassified,,1513987200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,3.0,,0.0,6.0,6.0,1.0,0.075,1.113155484199524
dc_9f5bae7df94d,,WA,47.2475452,-119.8255073,contains,0.0,200.0,3,344415.9,187.39660951257608,,7000762.0,97757.4,97789.06,,Industrial,,1513987200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,2.0,,0.0,6.0,6.0,1.0,0.075,1.113155484199524
dc_971c8fad8ba8,Facebook Fort Worth Datacenter,TX,32.9837829,-97.259335,contains,0.0,200.0,8,666672.4,0.0,,35599703.0,666672.4,666573.3,,Commercial,4500 LIKE WAY,1616457600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,6.0,2.0,0.16666666666666666,6.0,6.0,3.0,0.025,17.917001724243164
dc_b1a8f1928f7c,Data Center Lenexa,KS,38.9247,-94.7704,nearest,11.116126975847315,200.0,9,48715.8,138.9302394006103,,578440.0,44347.0,44337.27,,Commercial,,1587427200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,1.0,,0.0,6.0,6.0,3.0,0.025,20.538841247558594
dc_86ba61e0a58f,CITIGROUP TECHNOLOGY INC,TX,33.0064,-97.2452,contains,0.0,200.0,9,771278.1,171.05323827596743,11.0,31064200.0,250564.4,250564.2,6.9,Unclassified,931 LITSEY ROAD,1241136000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,4.0,2.0,0.25,6.0,6.0,2.0,0.025,17.93877601623535
dc_9499ddcbe5f4,QTS Data Center,TX,32.9889133,-97.2592738,contains,0.0,200.0,5,142886.6,0.0,8.4,31063569.0,142886.6,142886.5,8.4,Commercial,14100 PARK VISTA BLVD,1241136000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,2.0,,0.0,6.0,6.0,3.0,0.025,17.917001724243164
dc_d4b6d917cc3b,Lowe's Data Center,TX,29.4730082,-98.6895043,contains,0.0,200.0,5,134571.9,189.94601164937117,,28880589.0,82854.9,82854.84,6.47,Commercial,10045 ROGERS RUN,1351728000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,2.0,,0.0,6.0,6.0,3.0,0.015,12.881298065185549
dc_ce1390890e70,,TX,29.4703276,-98.6861914,contains,0.0,200.0,11,89023.0,126.05126614889308,11.67,28874154.0,48696.0,48696.0,6.45,Commercial,10002 ROGERS RUN,1351728000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,2.0,3.0,0.5,3.0,6.0,3.0,0.015,12.881298065185549
dc_d20b0b46a331,,TX,29.4702125,-98.6876674,contains,0.0,200.0,22,134571.9,122.82773502933922,,28874260.0,69265.8,69265.69,6.31,Commercial,10010 ROGERS RUN,1351728000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,4.0,3.0,0.25,6.0,6.0,3.0,0.015,12.881298065185549
dc_e5a14b588180,CyrusOne San Antonio I,TX,29.4666098,-98.6880869,contains,0.0,200.0,9,103488.0,0.0,8.87,28865557.0,103488.0,103487.9,8.87,Commercial,9999 WESTOVER HILLS BLVD,1351728000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,2.0,,0.0,6.0,6.0,3.0,0.015,12.881298065185549
dc_1290cd43e2a4,Valero Wiserman,TX,29.4742368,-98.6800789,contains,0.0,200.0,35,60654.6,167.27964172017735,,28882449.0,60540.0,60539.96,7.05,Commercial,3535 WISEMAN BLVD,1351728000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,2.0,,0.0,6.0,6.0,3.0,0.015,12.881298065185549
dc_96e798de1923,Stream San Antonio II,TX,29.472003,-98.6717199,contains,0.0,200.0,6,126562.6,103.5456295369457,,32269246.0,90429.0,90358.8,,Commercial,9550 WESTOVER HILLS BLVD,1672185600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,2.0,1.0,0.5,1.0,6.0,3.0,0.015,12.881298065185549
dc_73c1808d41a7,CyrusOne San Antonio II,TX,29.4708878,-98.6730474,contains,0.0,200.0,6,126562.6,0.0,,32269244.0,126562.6,126464.4,,Commercial,,1672185600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,2.0,,0.0,6.0,6.0,3.0,0.015,12.881298065185549
dc_a3ef9d3df723,CyrusOne San Antonio III,TX,29.4700573,-98.6721062,contains,0.0,200.0,39,126562.6,68.42551127424038,,32264114.0,123893.5,123797.3,,Commercial,9554 WESTOVER HILLS BLVD,1672185600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,2.0,,0.0,6.0,6.0,3.0,0.015,12.881298065185549
