facility_id,name,state,latitude,longitude,building_match,building_dist_m,n_buildings_200m,build_id,footprint_sqft,source_sqft,height_m,occupancy_class,building_address,imagery_date,flood_zone,flood_mapped,flood_sfha,flood_subtype,multi_storey
dc_949ff6edb0fd,STACK SVY02,CA,37.3619343,-121.9537306,contains,0.0,61,15715385.0,150557.4,150557.2,7.35,Industrial,,1349049600000.0,X,True,False,AREA WITH REDUCED FLOOD RISK DUE TO LEVEE,False
dc_4522ee78b5e3,Amazon AWS SAT - 12807 Donop,TX,29.2930099,-98.3915987,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_75378fd737b2,Prime DFW01-01,TX,32.83751,-96.879424,nearest,30.176140675714684,10,29723887.0,108395.4,108395.3,4.91,Industrial,1460 ROUND TABLE DR,1435708800000.0,X,True,False,AREA WITH REDUCED FLOOD RISK DUE TO LEVEE,False
dc_a40902f66f87,Google,VA,38.7793049,-77.5863352,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_924134c2a4de,QTS Data Center - Hillsboro 3,OR,45.5719248,-122.918438,nearest,62.82392729350754,10,3646144.0,2771.2,2768.995,,Residential,,1564790400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_a2925ffcf201,QTS Data Center - Hillsboro 3,OR,45.5684,-122.9199,nearest,119.33584448512359,10,3645908.0,1484.6,1483.406,,Commercial,,1564790400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_104426d2e73e,,WA,47.2401708,-119.8632652,contains,0.0,3,7000749.0,512663.3,512844.9,,Industrial,,1513987200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_254519e1eeb7,SPC4A,TN,36.62406,-87.25691,nearest,53.25366273830122,3,7283448.0,1847.4,1845.997,,Industrial,,1533945600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_5275a77e506f,,IN,41.6885485,-86.4730506,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_0499ba5ee08a,,IN,41.6885306,-86.4698642,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_94adf4e278f3,,IN,41.692058,-86.4648908,nearest,176.70633511446388,1,10112967.0,1385.5,1396.261,,Residential,30750 EDISON ROAD,1438560000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_804db6bb2305,,IN,41.6885384,-86.4718825,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_951ab6bcefa0,,IN,41.6885566,-86.475061,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_d6b57c7d2f07,,IN,41.6924747,-86.466384,nearest,58.97028767486931,3,10112967.0,1385.5,1396.261,,Residential,30750 EDISON ROAD,1438560000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_2046ccb217ea,,IN,41.6920458,-86.4637145,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_2b393a3841c5,QTS,GA,33.4484,-84.5225,nearest,103.13565903114024,1,51773026.0,1149.8,1150.387,,Unclassified,,1644624000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_c46ca6c89e13,QTS,GA,33.4508851,-84.5236253,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_2baa37ae6f4f,,UT,40.2658623,-112.0194332,contains,0.0,15,10814790.0,10687.1,10680.5,,Commercial,,1566086400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_ddffff011e6b,,UT,40.2699,-112.0195,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_60550a4f2094,CyrusOne CHI3,IL,41.80285,-88.2474,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_955dd0d1f4c4,Edged Chicago ORD01,IL,41.8069309,-88.2410968,nearest,153.66703044843513,2,32003140.0,33411.0,34628.06,,Assembly,,1462406400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_c50964c22193,,VA,38.7771313,-77.5561679,nearest,55.408565898878884,10,7689727.0,3240.9,3240.941,3.88,Unclassified,8300 BUCKEYE TIMBER DRIVE,1205280000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_332cf8bf4e95,Amazon IAD230,VA,38.988888,-77.44851,nearest,36.03024839880427,12,7869706.0,81678.3,81678.23,9.02,Commercial,22675 DULLES SUMMIT COURT,1205280000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_a55b0ad0ecd4,,TX,33.1407,-96.6596,nearest,158.40561534519853,1,31616097.0,346020.4,346150.0,,Commercial,2300 CHELSEA BOULEVARD,1654992000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_a88013721ba7,Aligned Data Centers DFW-04,TX,33.00601,-96.65709,nearest,140.23627391874817,1,30280352.0,106938.8,106938.6,11.16,Commercial,4060 EAST PLANO PARKWAY,1435708800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_7260fa89b9b2,Verizon Wireless,TN,36.2821754,-86.7971366,contains,0.0,4,6354851.0,57024.3,56979.14,,Unclassified,575 HICKORY HILLS BOULEVARD,1548028800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_1daa73860d72,Argo Data Center,TX,33.7746,-100.8691,none,,0,,,,,,,,,False,,,
dc_a4c02ff1ab9a,Switch: The Rock,TX,30.4880189,-97.6725256,nearest,121.38736772659976,9,36342942.0,8351.3,8347.921,,Unclassified,2303 S MAYS ST,1657065600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_10b5ea15f75c,DC6,VA,37.4852894,-77.2501822,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_4cde6afb83b5,DC5,VA,37.4847788,-77.2491092,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_ada093eb611f,DC4,VA,37.4839184,-77.2478145,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_026860356044,RIC2 DC1,VA,37.4881735,-77.2400618,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_ccce259deff1,RIC2 DC2,VA,37.48709,-77.24098,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_120e0272afcc,RIC2 DC3,VA,37.4860655,-77.2418909,nearest,164.71843365622794,1,1949776.0,1895.1,2099.147,,Unclassified,,1428796800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_4500391b9a8b,RIC2 DC5,VA,37.4848483,-77.2429836,nearest,152.42909859333585,1,1949776.0,1895.1,2099.147,,Unclassified,,1428796800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_69f514533469,RIC2 DC6,VA,37.4839006,-77.2437642,nearest,147.95971199028529,2,51102838.0,1074.5,1074.71,,Residential,3720 PORTUGEE ROAD,1644537600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_6fc77096a366,RIC3 DC1,VA,37.4805,-77.25162,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_5505e83a8a7d,RIC3 DC2,VA,37.4797266,-77.2522103,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_dfcdf261d966,RIC3 DC3,VA,37.48,-77.2523,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_ffee65abd862,RIC3 DC5,VA,37.4770151,-77.2496926,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_5daffb14e048,RIC3 DC4,VA,37.4779175,-77.2489773,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_a2483b687fe0,Tahoe Reno 4,NV,39.509868,-119.4830413,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_6227bf84afd6,Tahoe Reno 5,NV,39.5079,-119.48324,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_c23d657f1be3,,KS,37.2784058,-98.5884618,nearest,20.27500216220791,13,798948.0,7422.7,7416.999,,Commercial,,1500681600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_690df06e6539,,TX,31.05752,-97.29825,nearest,199.17972651138135,1,5798180.0,1632.0,1694.679,,Residential,2811 BOB WHITE ROAD,1459814400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_c89bb09da654,Google,OH,39.72411,-82.68757,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_fa46f751ca71,Amazon Web Services,OR,45.8538757,-119.6197258,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_feb977251d5e,Amazon Web Services,OR,45.8552336,-119.6197272,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_90b6d7cbc168,Amazon Web Services,OR,45.8117453,-119.268665,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_bf3a5359df1d,Amazon Web Services,OR,45.81038,-119.26867,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_38113ff13f32,Amazon Web Services,OR,45.8112095,-119.2782469,nearest,167.93416341503595,1,3294586.0,1648.3,1648.215,,Unclassified,,1537660800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_4661711aa91c,Crane DC - Portland,OR,45.5147872,-123.078828,nearest,102.52496941579366,8,3540220.0,4453.8,4450.189,,Unclassified,,1557446400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_cd16309c74e0,Percheron DC,OR,45.7113177,-119.8262349,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_de20ecdcfb85,Percheron DC,OR,45.7119338,-119.8247642,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_d4f155a2b9d4,Percheron DC,OR,45.7082722,-119.8222729,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_1d02d6941bfd,Percheron DC,OR,45.7093209,-119.8212121,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_707f7bff6b02,NYGC Chateaugay,NY,44.8930062,-74.0728813,nearest,15.182149467786344,4,4428027.0,12699.8,12691.34,,Industrial,7019 STATE ROUTE 374,1555459200000.0,,False,,,
dc_0888941918ee,Vantage Data Centers TX22,TX,29.47909,-98.6977,nearest,118.45099689754272,3,35327958.0,824.1,823.4407,,Agriculture,,1672185600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_01fc94cf15b9,,TX,29.470428,-98.698835,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_e985cd8a1feb,MDC,TX,31.7500067,-106.3099264,contains,0.0,72,29379589.0,9256.5,9256.471,4.08,Commercial,11455 CEDAR OAK DRIVE,1414800000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_a9eeb2ecdcc1,,WI,42.6733205,-87.8968464,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_835c8b136700,,OR,45.8098,-119.8589,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_044a443dd7e2,Google,OR,45.6247767,-121.208428,nearest,133.92271220158258,3,3205938.0,527.6,527.4364,,Industrial,,1536451200000.0,,False,,,
dc_23dd70e27fd3,Amazon Web Services,MS,32.41193,-90.18784,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_2cc523155665,Amazon Web Services,MS,32.4119331,-90.1895198,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_aa437d7ed6c9,Amazon Web Services,MS,32.4119506,-90.1905464,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_945543dfe7d9,Amazon Web Services,MS,32.412351,-90.1922336,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_cb943ec8c29b,QTS,GA,33.46229,-84.52368,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_48932a950563,QTS,GA,33.4639934,-84.5291838,nearest,189.95997033430396,2,50626562.0,2795.9,2797.27,,Residential,,1644624000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_104eefb08c2e,,VA,38.7751744,-77.5399654,nearest,153.645620162025,2,7689594.0,126265.7,126265.6,8.43,Commercial,8326 BETHLEHEM ROAD,1205280000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_74f020694462,Amazon Web Services,VA,38.789376,-77.5819732,nearest,1.172551937707662,32,2100637.0,527.2,572.9802,,Unclassified,5945 WELLINGTON ROAD,1521849600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_6eb415a8ef3b,Amazon Web Services,VA,38.7894558,-77.5796864,nearest,77.95500572831622,16,7695934.0,20776.0,20776.01,4.11,Unclassified,5945 WELLINGTON ROAD,1205280000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_62dd2b7fa7cc,Amazon Web Services,VA,38.74661,-77.49722,nearest,117.87214664598972,4,7676764.0,920.8,920.8357,4.47,Industrial,10034 DEAN DRIVE,1205280000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_acfd3a40de9f,Amazon Web Services,VA,38.7476409,-77.4947856,nearest,32.98195693055971,13,2633716.0,34007.1,34519.86,,Commercial,9495 TECHNOLOGY DRIVE,1536192000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_85aaa696bf19,Amazon Web Services,VA,38.7499,-77.4931,nearest,125.97265771681566,10,7678318.0,7620.6,7620.588,4.03,Education,9511 TECHNOLOGY DRIVE,1205280000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_48d6192ea411,,TX,31.5327486,-103.8062715,none,,0,,,,,,,,,False,,,
dc_d8d34358af13,,TX,31.5327486,-103.8052292,none,,0,,,,,,,,,False,,,
dc_43d1b8fa745f,,TX,31.5327607,-103.8041922,none,,0,,,,,,,,,False,,,
dc_5e31a13f74b9,,TX,31.5333451,-103.800415,none,,0,,,,,,,,,False,,,
dc_02cbb0a9f4e7,Digital Realty Northern Virginia IAD40,VA,39.0062702,-77.4683054,contains,0.0,4,50990179.0,275428.4,275517.3,,Commercial,44540 ROUND TABLE PLAZA,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_d1e1933ac3d8,Vantage VA14,VA,39.003223,-77.439718,contains,0.0,12,51671299.0,323484.5,323581.0,,Commercial,45130 VANTAGE DATA PLAZA,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_640f760993bb,Information Systems Facility,NM,32.3805057,-106.4810659,nearest,17.42901807308151,26,1224629.0,11541.3,11537.58,,Government,,1454544000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_9ecfe9c3bf78,,VA,38.935591,-77.4267117,contains,0.0,8,7915963.0,173233.3,173233.2,7.5,Commercial,13906 PARK CENTER ROAD,1205280000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_e83acd2e78d1,,VA,38.93646,-77.42464,contains,0.0,10,7916139.0,143226.1,143226.0,7.35,Commercial,13874 REDSKIN DRIVE,1205280000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_054193767570,Equinix,VA,39.0134,-77.4538,nearest,91.43348614921389,7,50980314.0,123610.6,123649.0,,Commercial,22175 BEAUMEADE CIRCLE,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_daf88193f8d2,Digital Realty,TX,32.974397,-96.650364,nearest,152.9642664559672,1,37294637.0,97152.1,97189.95,,Commercial,5535 NORTHMOOR DR,1654992000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_2e1860ff6362,"Landmax Data Systems, Inc",NY,42.9972167,-77.6458295,contains,0.0,41,3005041.0,1285.2,1285.611,,Commercial,5919 EAST HENRIETTA ROAD,1564704000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_5e1d8fbc3e75,DataBank SLC6,UT,40.4806176,-111.9063611,nearest,52.33468890747479,7,3383133.0,84675.2,84619.75,,Commercial,14926 SOUTH PONY EXPRESS ROAD,1566086400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_b492591b9a2d,Digital Realty,TX,32.9764,-96.6501,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_e0c1cc3cf46a,NTT,TX,32.97953,-96.65838,nearest,79.31675969015915,5,4592440.0,3690.6,3800.336,,Commercial,5535 NORTHMOOR DR,1616457600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_97a8471652c2,Aligned  DFW-02,TX,33.0090025,-96.6751351,nearest,53.88618743268682,9,30281855.0,108447.7,108447.5,8.63,Commercial,2800 SUMMIT AVENUE,1435708800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_94ad65dfbe69,Verizon,NJ,40.5442554,-74.4965213,contains,0.0,11,6009063.0,109854.7,109607.5,,Unclassified,201 CENTENNIAL AVENUE,1508371200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_953d28b6d60c,OVHcloud - Hillsboro,OR,45.534,-122.9557,nearest,3.216376510187715,11,3628764.0,117216.4,117122.7,,Industrial,,1564790400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_90940e7c3b70,Google Data Center,NC,35.894022,-81.545278,contains,0.0,16,14011211.0,592282.5,592950.4,,Unclassified,708 LYNHAVEN ST,1513900800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_b1bab62f304f,Liberty Center One,MI,42.5334813,-83.1774894,contains,0.0,57,10303664.0,26404.8,26404.5,,Industrial,,1568764800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_9c866fe205ee,Apple - Maiden Data Center,NC,35.58835,-81.2626,contains,0.0,2,14010028.0,612087.7,614934.3,,Utility and Misc,5977 STARTOWN ROAD,1448064000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_f4bc8c66c017,HPC,NM,35.0499451,-106.542801,contains,0.0,29,12021759.0,203764.0,203700.5,,Government,,1314835200000.0,D,True,False,,
dc_d1aef113ad23,Barclays Datacenter,NJ,40.6437889,-74.2854476,contains,0.0,14,7495138.0,95920.3,95920.11,7.57,Commercial,27 COMMERCE DRIVE,1376524800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_935e740f9717,CyberNAP Glen Burnie,MD,39.1402303,-76.6064303,contains,0.0,1,7548956.0,610614.2,610613.8,10.69,Unclassified,7900 RITCHIE HIGHWAY,1205280000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_82b88a5440d2,Meta Huntsville Data Center,AL,34.8442568,-86.6280217,none,,0,,,,,,,,,False,,,
dc_ddf0f305ef19,Dakota Carrier Network,ND,46.8151,-96.84431,nearest,1.9030113847894814,6,449472.0,11473.2,11471.62,,Commercial,3901 GREAT PLAINS DRIVE SOUTH,1504656000000.0,X,True,False,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,
dc_bb1260086ef0,Microsoft Data Center 1,VA,38.8023704,-77.5823062,nearest,32.69518072560891,1,50257706.0,92384.4,92424.89,,Unclassified,13760 UNIVERSITY BOULEVARD,1654387200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_2fb6faada02b,QTS Data Center - Hillsboro 3,OR,45.5595,-122.9376,nearest,106.8892197522187,2,3644123.0,2078.4,2076.764,,Residential,,1564790400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_781f2b85da3d,EAT14,WA,47.3594969,-120.1600907,nearest,123.16906907199275,7,6174506.0,1186.3,1186.728,,Residential,5369 MALAGA ALCOA HIGHWAY,1566259200000.0,,False,,,
dc_7daf03548fa7,EAT13,WA,47.3584257,-120.1599758,nearest,143.8207907251258,2,6174251.0,1977.2,1977.856,,Residential,5375 MALAGA ALCOA HIGHWAY,1566259200000.0,,False,,,
dc_0418bc301d33,EAT12,WA,47.357683,-120.159213,nearest,169.63037520794347,2,6173644.0,4152.2,4153.541,,Residential,5351 MALAGA ALCOA HIGHWAY,1566259200000.0,,False,,,
dc_5a3101d7946e,,VA,38.7376,-77.5076,nearest,140.94709613474794,3,50275760.0,221414.6,221495.8,,Unclassified,10281 TANNER WAY,1654387200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_e5983c042068,Google datacenter,SC,33.1769601,-80.534942,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_4c251ee10a95,,SC,33.1776984,-80.5365658,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_f08f429f5b31,AWS IAD-500 and IAD-501,VA,38.93675,-77.42459,nearest,15.337231410113406,8,7916139.0,143226.1,143226.0,7.35,Commercial,13874 REDSKIN DRIVE,1205280000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_9f6881cb0524,Dorchester County Google Datacenter,SC,32.9582784,-80.3080686,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_f394a25ba7ff,CyrusOne Datacenter,TX,32.9026069,-97.3954256,nearest,188.39487797788195,1,34176416.0,466.3,466.217,,Unclassified,,1649376000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_56aaea9dd837,,MS,32.5963048,-90.089258,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_831ce16615b7,,MS,32.5947,-90.098,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_e43a3cf43272,,MS,32.5944763,-90.0944115,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_3525b583d0e6,,MS,32.5960505,-90.0944274,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_ae738dd582dd,,MS,32.5960391,-90.0980115,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_36754c52f050,"Equinix DC1-DC15,DC21-DC22 - Ashburn",VA,39.014822,-77.45859,contains,0.0,14,7872679.0,60507.4,60507.3,8.62,Commercial,21731 FILIGREE COURT,1205280000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_9acc15c3d0a9,Digital Realty SFO (200 Paul),CA,37.72442,-122.39805,nearest,15.566465509324404,31,16176879.0,106161.3,106161.2,16.53,Industrial,,1349049600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,True
dc_4cf5e14e6a53,"Equinix SV1/SV5/SV10 - Silicon Valley, San Jose",CA,37.241767,-121.782967,contains,0.0,9,10004099.0,127506.0,128232.9,,Unclassified,,1473897600000.0,D,True,False,,
dc_82835681bfc0,Equinix CH1/CH2/CH4 - Chicago,IL,41.85365,-87.618342,contains,0.0,12,35011105.0,247826.3,247826.1,27.25,Commercial,2105 SOUTH PRAIRIE AVENUE,1321315200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,True
dc_7015a8562d9d,Equinix LA1 - Los Angeles,CA,34.047282,-118.256692,nearest,10.301109370075533,19,14634908.0,68664.1,68664.0,35.53,Commercial,,1350432000000.0,X,True,False,1 PCT DEPTH LESS THAN 1 FOOT,True
dc_34c302840328,"Equinix NY1 - New York, Newark",NJ,40.736844,-74.173402,contains,0.0,25,7652032.0,89826.2,89826.13,54.25,Education,111 MARKET STREET,1376524800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,True
dc_88450995c8ab,Digital Realty NYC (60 Hudson),NY,40.717723,-74.008299,contains,0.0,25,7730764.0,63885.5,63845.47,69.18,Commercial,60 HUDSON STREET,1376524800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,True
dc_ac4ba4acc418,Equinix AT2/AT3 - Atlanta,GA,33.755456,-84.39153,contains,0.0,20,17206825.0,15776.9,15776.92,37.45,Commercial,,1351209600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,True
dc_faa6dba0bad0,"Equinix MI1 - Miami, NOTA",FL,25.782425,-80.193091,contains,0.0,25,30413957.0,122568.7,122568.2,33.75,Commercial,50 NE 9 ST,1392508800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,True
dc_05323da3c824,Digital Realty NYC (111 8th Ave),NY,40.741469,-74.003387,contains,0.0,25,7732059.0,166489.6,166385.5,62.74,Industrial,76 9 AVENUE,1376524800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,True
dc_d4fbdd3d160d,CoreSite - San Jose (SV1),CA,37.334508,-121.89143,nearest,9.983881229183318,29,15648160.0,59302.9,59302.88,31.09,Utility and Misc,,1349049600000.0,D,True,False,,True
dc_4fd715d56b5a,FedConnect San Francisco,CA,37.783322,-122.392048,contains,0.0,24,16272590.0,184749.5,184749.4,17.56,Residential,,1349049600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,True
dc_8b1409a7c09c,JMA NAC Los Angeles,CA,34.048222,-118.254575,nearest,6.184215240643648,21,14871969.0,117377.0,117376.9,49.83,Commercial,,1350432000000.0,X,True,False,1 PCT DEPTH LESS THAN 1 FOOT,True
dc_64ef535e80b4,Digital Realty SFO (365 Main),CA,37.788616,-122.390816,nearest,11.309498870708008,29,16279841.0,75143.0,75142.94,22.9,Industrial,,1349049600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,True
dc_483139dbc068,The Mission Street Center,CA,37.780581,-122.409099,nearest,5.228432746739096,26,16268096.0,121942.7,121942.6,12.1,Residential,,1349049600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,True
dc_6cd941ab7126,SVTIX San Jose,CA,37.3335,-121.9048,contains,0.0,30,15647414.0,46864.6,46864.55,5.66,Unclassified,,1349049600000.0,D,True,False,,False
dc_5c289e8fcbb5,"Equinix NY9 - New York, 111 8th Avenue",NY,40.741469,-74.003387,contains,0.0,25,7732059.0,166489.6,166385.5,62.74,Industrial,76 9 AVENUE,1376524800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,True
dc_6377f6789f0d,Digital Realty Seattle SEA10,WA,47.614347,-122.338883,contains,0.0,27,10158492.0,139990.0,139886.5,47.9,Industrial,,1273190400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,True
dc_95e3409a561c,KDWEB San Jose,CA,37.333942,-121.889924,nearest,4.487348626855463,22,15647209.0,23025.8,23025.79,14.06,Industrial,,1349049600000.0,D,True,False,,True
dc_2c5adc2a0ab8,Equinix SE2/SE3 - Seattle,WA,47.614358,-122.338864,contains,0.0,27,10158492.0,139990.0,139886.5,47.9,Industrial,,1273190400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,True
dc_e060f829c242,"Equinix DC7 - Ashburn, Vienna",VA,38.908422,-77.219692,contains,0.0,22,7898507.0,20261.2,20261.15,19.29,Commercial,7980 QUANTUM DRIVE,1205280000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,True
dc_1d517d9c43cf,Equinix LA2 - Los Angeles,CA,34.04902,-118.259396,nearest,6.382388596194371,20,14636591.0,40568.1,40568.07,40.72,Commercial,,1350432000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,True
